"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
3391,516782,"Marte, Starling",3391,100,0.261,0.102,0.317,0.363,0.303,0.326,0.27,212,813,87.3,5.3,2273,89.1,89.39,479,1748,1643,0.30000000000001137,6.49,107,150,113,146,302,322,291,"14.658","-14.658","69.7","7.1",897,640,165,27,4,16,183,20.4,55,6.1,2.34253,0.57803,0.32977,0.05293,"91.8",136,41.06583072100313,6.583072100313479,4.682274247491638,5.76,-0.56,0.1,2.24,0.321,42,"-0.43226187",0.331,0.408,"0.43226187",-0.009,-0.010000000000000009,-0.045,-0.023,27.4,"38.6",6.706562841086476,2.4919057166979584,35.582726725420585,0.452755905511811,38.231537140720306,22.244662785120212
3360,592273,"Drury, Brandon",3360,100,0.225,0.164,0.266,0.389,0.289,0.295,0.233,182,809,88.9,9.4,2282,89.4,89.69,465,1665,1695,0.29999999999999716,6.5,108,152,121,146,305,323,294,"15.869","-15.869","70.3","7.3",882,601,112,37,3,30,216,24.5,52,5.9,2.28976,0.60535,0.28078,0.09689,"92.1",141,42.07011686143572,8.013355592654424,5.442176870748299,5.75,-0.96,0.17,2.34,0.28,48,"-0.472291667",0.29,0.379,"0.472291667",-0.008,-0.009999999999999953,0.01,-0.006,27.9,"38.2",8.035378184926477,2.7051121558101188,31.224554430993773,0.5447394296951819,36.843266233172706,30.05787925986124
3326,666176,"Adell, Jo",3326,100,0.221,0.216,0.255,0.437,0.316,0.339,0.244,166,751,90.2,14.9,2286,89.4,89.53,511,1688,1638,0.09999999999999432,6.44,108,151,121,146,306,324,296,"-6.2","6.2","75.1","7.6",834,529,91,30,3,42,226,27.1,61,7.3,2.29548,0.60457,0.30391,0.0621,"92.6",160,46.57794676806083,13.307984790874524,8.393285371702639,5.76,-1.07,0.23,2.33,0.292,70,"0.186410102",0.314,0.471,"-0.186410102",-0.023,-0.02200000000000002,-0.034,-0.023,30.3,"37.3",5.933312876899082,-4.365085650076314,32.68668583482422,0.4520717377860235,38.51265201178802,25.642851283144534
3324,680869,"Gelof, Zack",3324,100,0.226,0.176,0.305,0.402,0.298,0.289,0.215,179,792,88.7,12.6,2244,88.9,89.05,608,1698,1626,0.09999999999999432,6.41,108,151,116,146,302,324,293,"13.479","-13.479","69.6","7.1",873,519,105,40,3,31,283,32.4,64,7.3,2.38983,0.54486,0.34819,0.14156,"91.5",153,39.189189189189186,9.652509652509652,5.72737686139748,5.79,-1.01,0.15,2.15,0.287,50,"-0.405505415",0.279,0.378,"0.405505415",0.011,0.007999999999999952,0.024,0.009,35.8,"38.5",15.593972260664128,3.14738668675778,33.96636398648842,0.5422578655151141,38.034886417724294,26.870427391920256
3318,677800,"Abreu, Wilyer",3318,100,0.26,0.213,0.319,0.474,0.344,0.336,0.244,194,745,91.4,20.2,2240,89.8,90.02,446,1631,1687,0.20000000000000284,6.45,116,146,118,151,284,322,304,"-24.059","24.059","72.6","7.2",829,533,107,50,2,35,219,26.4,74,8.9,2.20909,0.66915,0.43535,-0.3371,"92.4",172,49.056603773584904,11.50943396226415,7.35826296743064,5.72,-1.29,-0.23,2.39,0.327,61,"0.725105485",0.315,0.461,"-0.725105485",0.016,0.01200000000000001,0.013,0.008,27.3,"37.6",9.602237391673786,-1.009487040233403,31.912282108004,0.5200501253132832,36.51914185516636,30.78728988490986
3305,641584,"Fraley, Jake",3305,100,0.26,0.148,0.3,0.408,0.325,0.309,0.251,211,811,84.5,14.4,2224,88.8,89.14,403,1766,1538,0.29999999999999716,6.44,117,146,114,151,288,321,297,"-5.371","5.371","70.4","7.0",906,646,143,41,2,25,169,18.7,81,8.9,2.40003,0.52984,0.3608,-0.30905,"90.8",146,28.726708074534162,4.813664596273292,3.4216335540838854,5.78,-1.47,-0.09,2.32,0.333,31,"0.162511346",0.327,0.364,"-0.162511346",0.009,0.006000000000000005,0.044,0.016,22.8,"37.9",8.123046809376037,-5.689964725807571,38.05639317221467,0.35467980295566504,37.46944892999886,29.78574373533683
3292,664913,"Brown, Seth",3292,100,0.223,0.158,0.28,0.381,0.291,0.307,0.232,174,779,89.6,15.7,2210,88.8,89,509,1678,1614,0.20000000000000284,6.43,117,146,121,151,294,323,300,"20.531","-20.531","71.6","7.1",852,548,111,32,2,29,235,27.6,63,7.4,2.39887,0.53752,0.37779,-0.34259,"92.2",160,43.327239488117,10.23765996343693,6.572769953051644,5.75,-1.44,-0.09,2.25,0.286,56,"-0.623663426",0.294,0.413,"0.623663426",-0.009,-0.008000000000000007,-0.032,-0.016,30.3,"37.6",9.516973449227248,-6.462914521019209,32.33966198531467,0.4953125,37.00541508078667,32.846858845465576
3277,664983,"McCarthy, Jake",3277,100,0.255,0.103,0.301,0.359,0.303,0.303,0.253,205,803,82.2,6.3,2238,88.9,89.18,327,1644,1633,0.29999999999999716,6.45,113,146,104,151,288,322,302,"12.201","-12.201","64.3","6.5",902,663,159,21,13,12,155,17.2,64,7.1,2.36594,0.56677,0.31295,-0.21697,"90.2",142,24.205748865355524,2.723146747352496,1.9955654101995564,5.73,-0.78,-0.13,2.32,0.324,18,"-0.372322246",0.323,0.351,"0.372322246",0.002,0.0010000000000000009,0.008,0,19.9,"37.7",8.162916742258902,-0.0958821765154096,33.93703806787082,0.4722689075630252,40.38600364267496,29.77179522971651
3262,641343,"Bauers, Jake",3262,100,0.202,0.18,0.273,0.382,0.298,0.324,0.218,134,665,89.1,18.6,2251,89.2,89.55,448,1473,1789,0.29999999999999716,6.49,116,146,117,151,295,322,297,"12.897","-12.897","72.6","7.5",760,413,74,29,2,29,256,33.7,86,11.3,2.36691,0.55153,0.34501,-0.2973,"91.8",166,45.76271186440678,14.043583535108958,7.631578947368421,5.71,-1.56,-0.14,2.35,0.296,58,"-0.395370938",0.311,0.432,"0.395370938",-0.016,-0.015000000000000013,-0.05,-0.026,30.4,"37.7",12.812222862212147,-3.4072202295275784,35.37747740315428,0.47202797202797203,35.76140434900869,30.99719907818361
3262,663898,"Rodgers, Brendan",3262,100,0.254,0.13,0.327,0.384,0.302,0.303,0.247,202,794,89.1,5.6,2291,88.5,88.97,437,1590,1672,0.5,6.43,109,150,122,147,308,326,291,"8.13","-8.13","70.1","7.1",858,579,139,42,2,19,219,25.5,52,6.1,2.45965,0.47766,0.21219,0.03828,"91.8",146,43.84748700173311,7.9722703639514725,5.361305361305361,5.72,-0.81,0.22,2.22,0.306,46,"-0.249233599",0.299,0.394,"0.249233599",0.007,0.007000000000000006,-0.01,-0.001,27.5,"37.2",5.287859370254079,-1.3861253679441963,31.182006797576967,0.41915336571825124,38.524580657228974,33.00731413306327
3249,681297,"Cowser, Colton",3249,100,0.228,0.195,0.295,0.423,0.319,0.321,0.228,158,693,90.2,12.1,2225,89.1,89.31,437,1431,1818,0.20000000000000284,6.45,117,147,114,151,296,326,302,"-4.065","4.065","71.2","6.9",779,459,90,33,3,32,238,30.6,68,8.7,2.37532,0.54251,0.40951,-0.29938,"91.8",160,46.288209606986904,12.22707423580786,7.188703465982028,5.72,-0.94,-0.19,2.32,0.308,56,"0.12511542",0.31,0.422,"-0.12511542",0,-0.0020000000000000018,0.001,-0.002,30.5,"37.0",13.09769258136345,0.4284476528941905,38.74079655648433,0.4236417033773862,38.60104793726753,34.0609404894728
3248,664238,"Moore, Dylan",3248,100,0.206,0.182,0.27,0.388,0.305,0.299,0.205,140,681,87.7,21.8,2246,89,89.15,417,1456,1791,0.20000000000000284,6.41,107,151,117,146,298,322,291,"3.3","-3.3","70.5","7.1",790,449,73,36,5,26,240,30.4,83,10.5,2.30062,0.62396,0.32304,-0.05038,"91.4",174,37.41648106904232,10.46770601336303,5.949367088607595,5.75,-0.12,0.17,2.29,0.305,47,"-0.101600985",0.307,0.358,"0.101600985",0.001,-0.0020000000000000018,0.03,0.006,28.6,"38.7",8.646231674885057,-5.569107232573272,31.777756845421788,0.5515196441808747,37.77838139099997,29.798740232600043
3241,666158,"Lux, Gavin",3241,100,0.256,0.125,0.327,0.381,0.317,0.309,0.25,182,711,88.5,9.7,2247,89.3,89.56,326,1438,1801,0.29999999999999716,6.42,116,146,116,150,290,320,300,"-1.887","1.887","68.8","7.3",797,528,124,41,3,14,185,23.2,82,10.3,2.35632,0.54476,0.35563,-0.29876,"91.1",151,40.19047619047619,5.142857142857142,3.3877038895859477,5.72,-1.44,-0.15,2.35,0.334,27,"0.058222771",0.329,0.363,"-0.058222771",0.006,0.0050000000000000044,0.018,0.008,22.7,"36.5",9.95309637904026,3.631669623702169,33.45155637749268,0.4422514619883041,36.00922127522159,32.08244820603819
3229,642350,"Siri, Jose",3229,100,0.199,0.217,0.26,0.416,0.288,0.295,0.203,151,760,87,14.7,2299,89,88.97,685,1668,1559,0,6.4,107,150,112,146,302,327,292,"14.347","-14.347","69.8","7.7",834,462,75,30,3,43,308,36.9,53,6.4,2.37992,0.56274,0.23954,0.00498,"91.6",159,39.17748917748918,14.06926406926407,7.793764988009593,5.75,-0.85,0.21,2.27,0.257,65,"-0.444317126",0.263,0.42,"0.444317126",-0.004,-0.006000000000000005,-0.004,-0.007,41.1,"38.6",12.268087627906336,-0.7876702066247873,33.38349351960068,0.4548523206751055,40.24936179348598,28.191163413736195
3217,641313,"Anderson, Tim",3217,100,0.232,0.038,0.316,0.27,0.242,0.259,0.235,188,810,87.3,1.7,2261,88.9,89.13,480,1739,1477,0.19999999999998863,6.46,109,151,119,147,305,321,286,"62.601","-62.601","67.2","7.1",855,594,161,24,2,1,219,25.6,36,4.2,2.332,0.60771,0.33271,0.06087,"91.0",130,36.6554054054054,2.364864864864865,1.6374269005847955,5.79,-0.81,0.22,2.21,0.269,14,"-1.945943426",0.273,0.31,"1.945943426",-0.003,-0.0040000000000000036,-0.04,-0.017,27.6,"39.1",8.32579665484486,7.536415451476399,39.868405248676474,0.4604185623293904,37.47779898322431,26.72148441981664
3214,696285,"Young, Jacob",3214,100,0.251,0.069,0.31,0.319,0.285,0.287,0.253,193,770,81.3,1,2282,89.3,89.63,271,1446,1768,0.29999999999999716,6.49,103,149,102,146,302,317,286,"25.443","-25.443","62.8","6.5",865,636,149,38,3,3,156,18,58,6.7,2.33381,0.57495,0.31785,0.04014,"90.6",127,29.746835443037973,1.4240506329113924,1.0404624277456647,5.78,-0.75,0.11,2.28,0.315,9,"-0.791630367",0.317,0.318,"0.791630367",-0.002,-0.0020000000000000018,0.001,-0.002,18.7,"37.1",3.0112239273863874,1.9171187148136992,32.822023067015174,0.46170520231213874,39.180700794992255,26.583199852273864
3211,608385,"Winker, Jesse",3211,100,0.238,0.128,0.297,0.366,0.318,0.316,0.233,158,664,87.7,14.5,2256,89.3,89.61,296,1388,1823,0.29999999999999716,6.47,116,146,121,151,291,321,301,"-4.642","4.642","67.8","7.2",781,496,107,33,2,16,176,22.5,95,12.2,2.32695,0.58019,0.32759,-0.17882,"91.1",153,36.895161290322584,6.854838709677419,4.353393085787452,5.74,-1.24,-0.04,2.42,0.343,34,"0.144565556",0.339,0.362,"-0.144565556",0.005,0.0040000000000000036,0.004,0.002,21.3,"37.7",11.553628561248477,7.935101039056471,35.40470975538952,0.5871097683786506,34.30468902000651,27.15440122636128
3209,621438,"Taylor, Tyrone",3209,100,0.231,0.155,0.282,0.386,0.287,0.301,0.25,184,796,86.5,18,2302,88.8,89.09,374,1601,1607,0.29999999999999716,6.52,107,151,117,146,301,321,291,"14.847","-14.847","68.8","7.5",856,607,106,52,7,19,196,22.9,36,4.2,2.39629,0.54665,0.222,-0.02102,"91.7",156,36.348684210526315,6.0855263157894735,4.322429906542056,5.73,-0.71,0.18,2.27,0.277,37,"-0.462667498",0.295,0.394,"0.462667498",-0.019,-0.01799999999999996,-0.008,-0.014,23.4,"38.6",9.606822092415563,-6.797357692167282,34.30450292623605,0.5316091954022989,36.420136932854255,31.962887399514013
3205,669707,"Triolo, Jared",3205,100,0.225,0.101,0.294,0.326,0.287,0.301,0.231,161,714,87.4,13.2,2274,89.1,89.42,418,1513,1692,0.30000000000001137,6.47,107,150,119,147,306,321,288,"12.502","-12.502","68.0","7.7",814,513,120,25,1,15,210,25.8,82,10.1,2.32431,0.58761,0.28925,-0.00612,"91.2",160,37.5,5.6640625,3.562653562653563,5.7,-0.67,0.2,2.32,0.31,29,"-0.390078003",0.317,0.355,"0.390078003",-0.006,-0.007000000000000006,-0.029,-0.014,27.6,"37.6",9.148364582488014,-2.0617127529347585,38.98281379292907,0.4699777613046701,38.15760382538394,28.7414342519974
3181,676059,"Westburg, Jordan",3181,100,0.261,0.199,0.31,0.461,0.332,0.343,0.273,206,788,90.5,13,2270,88.9,89.16,441,1592,1588,0.29999999999999716,6.47,108,151,120,147,306,325,292,"-16.139","16.139","68.8","6.7",852,597,119,48,8,31,196,23,48,5.6,2.34535,0.58533,0.29767,0.04419,"92.5",161,45.89614740368509,10.887772194304858,7.629107981220658,5.78,-0.72,0.11,2.26,0.311,65,"0.507356177",0.324,0.469,"-0.507356177",-0.012,-0.013000000000000012,-0.008,-0.011,27.7,"38.3",9.926607535696489,-1.4453086377478572,30.60248215185672,0.5997140814867763,39.95498910513983,30.896214707603903
3176,500743,"Rojas, Miguel",3176,100,0.256,0.11,0.274,0.366,0.296,0.293,0.259,210,820,85.7,10,2261,88.8,89.06,236,1522,1654,0.29999999999999716,6.41,108,150,116,147,301,317,287,"10.36","-10.36","66.0","6.9",897,732,151,43,1,15,100,11.1,57,6.4,2.36543,0.58724,0.31351,-0.02794,"91.1",144,29.45205479452055,2.8767123287671232,2.341137123745819,5.78,-0.41,0.16,2.27,0.308,21,"-0.326196474",0.313,0.345,"0.326196474",-0.003,-0.0050000000000000044,0.021,0.003,15.5,"38.8",3.840794940253957,-2.885445894467768,32.226432551355046,0.4003813155386082,36.66455126393812,32.19400201168841
3173,690993,"Keith, Colt",3173,100,0.262,0.137,0.308,0.399,0.316,0.331,0.271,202,771,88.5,11.5,2228,88.7,88.95,340,1489,1684,0.20000000000000284,6.41,115,146,124,152,291,324,300,"-5.732","5.732","69.3","6.6",846,608,144,31,6,21,168,19.9,67,7.9,2.40565,0.53789,0.35404,-0.28792,"91.9",163,38.651315789473685,7.236842105263158,5.200945626477541,5.71,-1.27,-0.12,2.29,0.322,44,"0.180649228",0.331,0.424,"-0.180649228",-0.009,-0.009000000000000008,-0.025,-0.015,22.8,"37.1",8.512826004519331,1.3704342459250596,32.888688196924875,0.4441340782122905,38.31884503124412,29.003993546321244
3163,669743,"Call, Alex",3163,100,0.245,0.119,0.284,0.364,0.318,0.306,0.227,159,649,85.9,14.9,2257,89.6,89.93,226,1265,1898,0.30000000000001137,6.49,106,150,110,146,301,320,289,"0.933","-0.933","64.2","6.6",765,535,111,32,3,13,127,16.6,89,11.6,2.23739,0.64466,0.41112,0.07892,"91.0",152,30.508474576271187,5.084745762711865,3.5294117647058822,5.82,-0.51,0.15,2.28,0.346,27,"-0.029497313",0.332,0.346,"0.029497313",0.018,0.013999999999999957,0.018,0.012,17.9,"38.1",6.780878321753846,3.5312189953092976,32.238461753394745,0.49047013977128334,36.76102162068562,28.366754221370957
3159,683146,"Baty, Brett",3159,100,0.22,0.128,0.278,0.348,0.279,0.304,0.236,160,726,88.9,7.8,2254,89.1,89.27,439,1508,1651,0.20000000000000284,6.45,116,147,118,151,291,323,302,"15.323","-15.323","72.7","7.4",800,520,113,23,2,22,211,26.4,61,7.6,2.34302,0.58048,0.32352,-0.23578,"92.5",143,43.07692307692308,8.846153846153847,5.75,5.72,-1.09,-0.04,2.35,0.283,46,"-0.485058563",0.299,0.393,"0.485058563",-0.016,-0.016000000000000014,-0.045,-0.025,29.1,"37.2",8.563915600462794,2.7005676297413976,36.71092779028662,0.4416586306653809,38.79272987631146,26.843838611803427
3155,695578,"Wood, James",3155,100,0.272,0.214,0.353,0.485,0.367,0.375,0.273,177,651,93.2,4.5,2270,88.7,88.98,367,1225,1930,0.29999999999999716,6.44,117,147,126,150,299,326,305,"-29.89","29.89","72.9","7.5",747,441,108,32,4,33,213,28.5,89,11.9,2.45443,0.48262,0.31549,-0.09125,"94.0",149,54.46224256292906,15.102974828375288,8.835341365461847,5.82,-0.58,-0.12,2.32,0.361,66,"0.947385103",0.363,0.505,"-0.947385103",-0.001,-0.0020000000000000018,-0.02,-0.008,30,"37.4",8.803802175006421,3.0342023470148205,40.64352897679687,0.37624584717607973,37.33268948003152,31.53239147404265
3131,681546,"Outman, James",3131,100,0.221,0.175,0.307,0.396,0.319,0.315,0.218,144,651,87.5,15.6,2249,88.6,88.91,538,1449,1682,0.30000000000001137,6.43,116,146,118,151,295,321,300,"2.509","-2.509","71.0","7.7",758,403,91,21,3,29,252,33.2,87,11.5,2.42207,0.52934,0.29997,-0.18398,"91.8",160,39.30348258706468,10.199004975124378,5.408970976253298,5.71,-0.95,-0.12,2.34,0.326,41,"-0.080134142",0.324,0.382,"0.080134142",0.003,0.0020000000000000018,0.014,0.004,37.1,"36.7",12.267196410279988,-3.152705590009872,35.22114318830926,0.4405506883604506,36.93954541678159,28.83537043014944
3127,701538,"Merrill, Jackson",3127,100,0.283,0.191,0.318,0.475,0.343,0.367,0.294,225,794,89.4,14,2233,89.2,89.38,404,1794,1333,0.20000000000000284,6.46,115,146,113,150,289,321,304,"-26.957","26.957","70.1","7.4",859,647,143,43,8,31,160,18.6,49,5.7,2.34438,0.57923,0.37034,-0.21566,"91.8",172,42.349304482225655,11.591962905718702,8.731082654249127,5.7,-0.76,-0.15,2.37,0.324,75,"0.862072274",0.335,0.522,"-0.862072274",-0.011,-0.01100000000000001,-0.047,-0.024,22.5,"36.8",6.4126802787206865,1.8903625258230765,37.130429430601446,0.4048048048048048,36.72217368531266,25.447384272197237
3118,592696,"Rosario, Eddie",3118,100,0.223,0.172,0.259,0.396,0.286,0.295,0.238,175,783,89.1,13.8,2220,88.7,89.11,505,1738,1380,0.3999999999999915,6.49,116,145,115,151,297,324,300,"17.799","-17.799","68.6","7.1",842,591,105,36,3,31,201,23.9,49,5.8,2.43312,0.50761,0.30482,-0.25933,"91.4",159,38.40947546531303,7.952622673434856,5.581947743467933,5.8,-1.43,-0.17,2.23,0.268,47,"-0.570846697",0.282,0.401,"0.570846697",-0.015,-0.013999999999999957,-0.005,-0.009,29.1,"37.7",11.391283312163072,-0.33178129183550287,31.376118833506453,0.5777777777777777,37.97345734684857,29.780137031508826
3109,691023,"Walker, Jordan",3109,100,0.245,0.149,0.309,0.393,0.305,0.308,0.243,186,760,90.3,10.3,2246,88.6,88.86,503,1568,1541,0.30000000000001137,6.47,107,151,123,147,307,326,298,"5.666","-5.666","74.6","8.0",834,548,125,33,4,24,217,26,59,7.1,2.4507,0.49886,0.2748,0.04736,"92.7",141,43.43065693430657,8.211678832116789,5.39568345323741,5.73,-0.82,0.23,2.25,0.306,45,"-0.182245095",0.305,0.398,"0.182245095",0.002,0.0010000000000000009,-0.005,-0.003,32.1,"37.9",5.220830265250126,-7.67797308256135,34.14304168988905,0.4128521126760563,36.84311780599678,32.842258039516
3108,680574,"McLain, Matt",3108,100,0.252,0.177,0.328,0.429,0.331,0.318,0.24,170,674,88.6,14.4,2272,89.2,89.41,358,1309,1797,0.20000000000000284,6.42,107,151,117,147,299,322,291,"-8.785","8.785","67.7","6.8",754,466,107,33,4,26,210,27.9,66,8.8,2.33564,0.57739,0.28605,0.10352,"91.5",168,42.42424242424242,9.090909090909092,5.570291777188329,5.83,-0.89,0.17,2.28,0.329,42,"0.282657658",0.319,0.406,"-0.282657658",0.012,0.010000000000000009,0.023,0.013,27.3,"39.0",11.380229158828012,1.7884239781946283,32.16714008699241,0.5496535796766744,36.26561174284696,31.54678920827859
3102,519203,"Rizzo, Anthony",3102,100,0.237,0.121,0.279,0.358,0.299,0.308,0.243,168,710,88.3,15.9,2241,89.1,89.33,338,1512,1590,0.20000000000000284,6.46,116,145,122,152,293,325,295,"5.306","-5.306","67.1","6.7",795,551,122,26,0,20,162,20.4,61,7.7,2.33839,0.57919,0.347,-0.21911,"91.5",153,35.45454545454545,5.454545454545454,3.7735849056603774,5.8,-1.03,-0.27,2.35,0.314,30,"-0.171050935",0.321,0.368,"0.171050935",-0.006,-0.007000000000000006,-0.01,-0.009,22.4,"39.4",9.017439113205677,-2.910988247816139,32.873325801590425,0.48824343015214383,33.01334707255056,32.087822938259585
3098,669224,"Wells, Austin",3098,100,0.227,0.201,0.249,0.428,0.314,0.329,0.239,154,678,88.9,17.6,2241,88.9,89.13,429,1571,1527,0.19999999999998863,6.49,115,145,117,151,290,324,297,"2.522","-2.522","71.1","7.4",775,525,82,39,2,31,170,21.9,69,8.9,2.38999,0.54812,0.35625,-0.25268,"91.8",169,43.12977099236641,10.114503816793894,6.838709677419355,5.76,-0.97,-0.22,2.29,0.301,53,"-0.08140736",0.316,0.44,"0.08140736",-0.012,-0.015000000000000013,-0.012,-0.015,27.3,"37.4",10.444199833013586,-2.6808291876826864,33.73558870828289,0.46926635822868473,34.76451517744136,29.05292923582077
3095,543877,"Vázquez, Christian",3095,100,0.212,0.097,0.253,0.308,0.251,0.264,0.223,162,765,86.5,13.3,2282,89.3,89.61,339,1508,1587,0.29999999999999716,6.47,108,150,121,147,301,321,286,"42.548","-42.548","65.9","6.8",828,602,118,29,0,15,175,21.1,48,5.8,2.26895,0.6336,0.3131,0.0424,"90.8",166,33.277870216306155,3.826955074875208,2.7777777777777777,5.8,-0.8,0.17,2.27,0.259,23,"-1.374733441",0.271,0.328,"1.374733441",-0.011,-0.01200000000000001,-0.02,-0.013,22.5,"39.6",8.609328950966322,0.5568490858863951,28.008195189993987,0.5796178343949044,37.586326515689414,32.06001301644898
3091,666023,"Fermin, Freddy",3091,100,0.275,0.117,0.321,0.392,0.311,0.298,0.255,197,717,87.2,10.6,2274,89,89.36,377,1605,1486,0.4000000000000057,6.5,108,151,117,147,303,323,293,"4.444","-4.444","67.5","7.2",777,581,148,31,1,17,145,18.7,46,5.9,2.34077,0.58065,0.26863,0.01421,"91.4",146,36.316695352839936,5.163511187607573,3.861003861003861,5.78,-0.66,0.25,2.29,0.32,30,"-0.143772242",0.304,0.375,"0.143772242",0.02,0.016000000000000014,0.017,0.013,23.5,"39.7",8.624730394459576,-1.6892557486800486,35.786498682917546,0.48254931714719274,36.01167378208861,30.206722157820817
3090,681624,"Pages, Andy",3090,100,0.266,0.176,0.312,0.443,0.327,0.328,0.263,199,748,88.8,18.5,2289,89.7,89.89,400,1636,1454,0.20000000000000284,6.4,108,151,122,146,301,321,294,"-10.631","10.631","71.0","7.8",814,572,129,38,2,30,184,22.6,46,5.7,2.28309,0.61214,0.30771,0.11656,"91.5",164,39.824561403508774,9.473684210526317,6.6339066339066335,5.73,-0.86,0.15,2.37,0.315,54,"0.344045307",0.315,0.44,"-0.344045307",0.003,0,0.003,-0.001,24.4,"37.6",8.271658386294162,-2.833295041452006,40.951998707744956,0.4751415984896161,38.55385800493931,30.044717468635604
3052,672820,"Sosa, Lenyn",3052,100,0.249,0.13,0.298,0.38,0.283,0.314,0.272,199,798,89,14.7,2282,88.9,89.2,358,1621,1431,0.29999999999999716,6.47,108,151,117,147,300,321,290,"16.08","-16.08","70.3","7.3",833,620,142,33,1,23,186,22.3,23,2.8,2.32448,0.60737,0.28948,0.00958,"91.6",173,41.42394822006473,7.443365695792881,5.5222088835534215,5.78,-0.72,0.23,2.31,0.273,46,"-0.526867628",0.296,0.433,"0.526867628",-0.023,-0.022999999999999965,-0.053,-0.031,22.1,"38.0",8.411575898920766,3.9251473336320157,33.49609025472628,0.4945429740791269,38.146323101354646,29.01255441763354
3051,571657,"Farmer, Kyle",3051,100,0.233,0.142,0.28,0.375,0.293,0.294,0.235,176,755,86.7,15,2267,89,89.34,334,1472,1578,0.29999999999999716,6.44,107,151,121,146,302,323,291,"11.845","-11.845","64.8","6.7",826,577,112,41,3,20,183,22.2,49,5.9,2.29622,0.62901,0.31573,-0.04303,"90.9",162,32.22996515679443,5.923344947735192,4.116222760290557,5.81,-0.33,0.22,2.26,0.293,34,"-0.388233366",0.295,0.371,"0.388233366",-0.002,-0.0020000000000000018,0.004,-0.001,22.7,"39.8",11.529695139705458,0.7447745696907515,32.539904059379644,0.44934333958724204,36.54111583080625,31.790742827938775
3044,570482,"Urshela, Gio",3044,100,0.261,0.1,0.299,0.36,0.288,0.3,0.264,199,763,86.6,9.7,2261,89,89.29,356,1665,1379,0.29999999999999716,6.48,109,151,121,147,304,321,287,"20.498","-20.498","66.5","7.1",817,642,148,37,3,11,131,16,42,5.1,2.31342,0.61683,0.29055,0.05543,"90.6",157,30.829420970266042,4.225352112676056,3.3047735618115053,5.72,-1,0.24,2.31,0.298,27,"-0.673390276",0.304,0.38,"0.673390276",-0.003,-0.006000000000000005,-0.02,-0.012,21.4,"37.7",8.774048805131253,5.855519108976253,35.068487379263004,0.49473684210526314,37.35723883354827,30.538734570169307
3025,668670,"Rogers, Jake",3025,100,0.205,0.182,0.255,0.388,0.285,0.306,0.22,145,707,89.4,15.4,2275,88.8,89.05,442,1394,1631,0.20000000000000284,6.4,109,152,121,147,300,325,291,"17.072","-17.072","68.9","7.3",779,477,82,29,2,32,237,30.4,59,7.6,2.30473,0.62744,0.2758,0.00027,"91.7",167,43.15789473684211,10.947368421052632,6.675224646983311,5.72,-0.74,0.21,2.33,0.27,52,"-0.564363636",0.286,0.42,"0.564363636",-0.015,-0.01599999999999996,-0.032,-0.021,31.7,"39.2",16.992815720950993,1.2736549780805766,32.43867409047878,0.5454545454545454,36.616863006695695,31.88114556464396
3025,518595,"d'Arnaud, Travis",3025,100,0.234,0.188,0.278,0.422,0.309,0.324,0.243,167,714,90.1,11.8,2271,89.6,89.94,492,1571,1454,0.30000000000001137,6.49,109,151,123,147,308,325,291,"2.786","-2.786","70.0","7.7",783,517,97,38,0,32,203,25.9,52,6.6,2.27255,0.60631,0.32286,0.05557,"91.9",160,41.66666666666667,10.65891472868217,7.0242656449553005,5.78,-0.95,0.16,2.32,0.294,55,"-0.092099174",0.305,0.442,"0.092099174",-0.009,-0.01100000000000001,-0.02,-0.015,31.3,"37.9",12.108657031500492,1.7114221656401913,31.80415223843607,0.5482493595217762,37.948890317003986,30.48455603854245
3008,676801,"McCormick, Chas",3008,100,0.25,0.163,0.313,0.413,0.322,0.319,0.238,172,688,85.7,14.7,2267,89.1,89.15,460,1522,1486,0.10000000000000853,6.46,108,151,114,146,300,326,290,"-6.818","6.818","68.4","7.3",777,496,117,25,3,27,203,26.1,62,8,2.32119,0.6128,0.2904,0.04026,"91.0",160,35.95959595959596,9.090909090909092,5.7915057915057915,5.8,-0.72,0.06,2.27,0.324,45,"0.226662234",0.314,0.414,"-0.226662234",0.012,0.010000000000000009,-0.001,0.003,30.2,"39.1",16.615424532688365,6.232619989063648,37.99080192248377,0.39569691300280635,41.94306258565246,24.573958746947923
