"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
1795,682641,"Matos, Luis",1795,100,0.222,0.124,0.241,0.345,0.271,0.286,0.243,104,469,86.9,8.9,2243,89,89.27,156,891,904,0.29999999999999716,6.44,107,150,114,146,300,319,290,"17.241","-17.241","70.0","7.1",504,399,69,23,1,11,73,14.5,29,5.8,2.31357,0.60337,0.3273,-0.08209,"91.7",152,33.91959798994975,3.5175879396984926,2.7777777777777777,5.81,-0.31,0.21,2.29,0.271,14,"-0.960501393",0.291,0.36,"0.960501393",-0.021,-0.019999999999999962,-0.015,-0.015,17.5,"38.3",4.228664842527909,-5.191839181691043,25.50288044951391,0.47448275862068967,35.577167728298186,32.50385601329363
1792,686780,"Pagés, Pedro",1792,100,0.224,0.132,0.277,0.356,0.274,0.266,0.213,95,424,88,12.7,2259,89.5,89.71,232,900,892,0.20000000000000284,6.47,107,150,122,147,306,322,292,"17.328","-17.328","70.3","6.9",460,313,67,13,2,13,119,25.9,27,5.9,2.29546,0.61015,0.37576,-0.04652,"91.1",161,39.285714285714285,5.844155844155844,3.91304347826087,5.73,-0.42,0.24,2.32,0.27,18,"-0.966964286",0.263,0.335,"0.966964286",0.011,0.007000000000000006,0.021,0.008,25.8,"37.0",5.033761462424097,1.6883061418495924,30.60204859964071,0.37628278221208666,38.94453909349668,33.10274796900123
1787,668731,"Baddoo, Akil",1787,100,0.199,0.152,0.248,0.351,0.281,0.299,0.216,80,402,88.1,11.8,2215,89.3,89.64,232,854,933,0.29999999999999716,6.48,117,147,108,151,290,324,299,"16.132","-16.132","69.4","7.5",455,285,48,16,3,13,121,26.6,49,10.8,2.28571,0.62361,0.36938,-0.3767,"91.3",148,38.652482269503544,7.092198581560284,4.395604395604396,5.7,-1.79,-0.05,2.36,0.285,20,"-0.902742026",0.302,0.373,"0.902742026",-0.017,-0.017000000000000015,-0.022,-0.018,27.2,"39.0",12.626067839954974,-1.1270436658057432,30.58775798568157,0.46875,39.36250570503927,25.86619215722098
1772,700932,"Manzardo, Kyle",1772,100,0.223,0.206,0.259,0.429,0.31,0.298,0.21,91,408,89.3,22.8,2248,88.9,89.17,230,835,936,0.29999999999999716,6.48,115,145,123,151,290,321,300,"-0.892","0.892","69.6","7.4",451,297,47,23,2,19,115,25.5,36,8,2.41216,0.51864,0.35201,-0.26985,"91.8",178,40.06734006734007,10.774410774410773,7.095343680709535,5.72,-1.37,-0.21,2.26,0.288,32,"0.0503386",0.277,0.411,"-0.0503386",0.013,0.010999999999999954,0.018,0.012,27.5,"37.0",16.764945593565994,-0.9434278683582712,36.44335199372375,0.49326805385556916,39.86404723354482,32.898831694838826
1763,687363,"Scott II, Victor",1763,100,0.215,0.092,0.292,0.307,0.266,0.271,0.22,91,423,82.4,10,2276,89.3,89.54,249,876,887,0.20000000000000284,6.46,108,145,98,150,288,317,299,"14.358","-14.358","63.3","6.1",474,302,65,19,1,6,130,27.4,32,6.8,2.34253,0.5674,0.33674,-0.17174,"90.7",142,29.333333333333332,5,3.1645569620253164,5.75,-0.81,-0.22,2.32,0.284,15,"-0.81440726",0.289,0.312,"0.81440726",-0.005,-0.0050000000000000044,-0.005,-0.005,28.4,"37.5",7.165715218514331,-3.28561160007382,32.86049279888005,0.4909560723514212,33.80399546984874,29.26773275187477
1762,596129,"Vogelbach, Daniel",1762,100,0.223,0.159,0.27,0.383,0.314,0.331,0.237,77,345,91.5,13.1,2286,88.9,89.08,126,612,1150,0.19999999999998863,6.42,116,146,128,151,293,325,303,"-0.489","0.489","69.5","7.5",397,247,50,13,0,14,98,24.7,50,12.6,2.40645,0.5239,0.29778,-0.28653,"92.7",149,48.97959183673469,9.387755102040817,5.793450881612091,5.75,-1.63,-0.13,2.24,0.325,23,"0.027752554",0.338,0.414,"-0.027752554",-0.014,-0.013000000000000012,-0.031,-0.017,20.6,"37.8",12.110355102122407,-1.588239003193898,33.800787549940374,0.5467128027681661,39.45315754188109,32.997800363616335
1760,665019,"Clemens, Kody",1760,100,0.222,0.219,0.252,0.441,0.311,0.305,0.229,89,401,91,17,2254,89.4,89.55,221,859,901,0.19999999999998863,6.42,115,146,116,151,291,323,297,"3.469","-3.469","70.4","7.2",436,292,45,21,2,21,111,25.5,27,6.2,2.29818,0.64378,0.35929,-0.27572,"92.1",162,45.70446735395189,9.278350515463918,6.192660550458716,5.73,-1.3,-0.18,2.39,0.28,27,"-0.197102273",0.287,0.416,"0.197102273",-0.007,-0.006999999999999951,0.025,0.006,25.7,"36.8",11.884636654441755,-1.8145824606559762,28.44794539654654,0.6310160427807486,36.34299458923596,32.6177610514494
1759,681393,"Norby, Connor",1759,100,0.239,0.155,0.312,0.394,0.299,0.315,0.24,103,431,87.4,16.1,2272,89.1,89.23,310,989,770,0.10000000000000853,6.42,107,150,120,146,303,319,290,"8.325","-8.325","67.4","6.9",467,297,67,20,1,15,137,29.3,29,6.2,2.3536,0.59467,0.32855,0.02561,"91.1",164,38.04713804713805,11.447811447811448,7.28051391862955,5.73,-0.65,0.18,2.29,0.291,34,"-0.473280273",0.293,0.435,"0.473280273",-0.001,-0.0020000000000000018,-0.041,-0.016,31.3,"37.2",17.906018594264033,7.068541961650479,41.86312029809517,0.37343096234309625,36.41898470253689,29.958719319929976
1743,686797,"Lee, Brooks",1743,100,0.244,0.113,0.275,0.358,0.278,0.28,0.241,110,450,87.5,13.4,2213,88.6,88.87,201,893,850,0.30000000000001137,6.46,113,147,120,149,294,323,296,"16.113","-16.113","67.6","7.1",478,371,82,16,1,11,84,17.6,21,4.4,2.43682,0.51793,0.37014,-0.37014,"91.5",154,33.24324324324324,5.405405405405405,4.184100418410042,5.74,-0.82,-0.09,2.21,0.278,20,"-0.92444062",0.277,0.362,"0.92444062",0.003,0.0010000000000000009,-0.004,-0.002,22.5,"37.4",9.090036127438566,-3.9779910792021553,30.30653039432701,0.5502336448598131,38.01781316843966,29.49208076969811
1739,543685,"Rendon, Anthony",1739,100,0.226,0.062,0.262,0.288,0.285,0.317,0.24,80,354,88.8,14.9,2278,89.5,89.72,104,694,1044,0.20000000000000284,6.49,107,151,120,146,304,322,293,"7.685","-7.685","66.6","6.7",421,300,62,16,0,2,62,14.7,48,11.4,2.25124,0.64191,0.30147,0.0796,"91.2",162,39,3.3333333333333335,2.375296912114014,5.8,-0.91,0.27,2.24,0.33,10,"-0.441920644",0.346,0.346,"0.441920644",-0.014,-0.01599999999999996,-0.058,-0.032,15,"39.1",7.375951982882265,-1.8334592885582026,33.25359980055569,0.4824561403508772,33.94261841906913,26.5828877297123
1739,669134,"Campusano, Luis",1739,100,0.252,0.142,0.267,0.394,0.306,0.309,0.259,115,457,88,10.5,2245,88.9,89,181,891,848,0.09999999999999432,6.44,107,151,122,147,300,322,292,"6.42","-6.42","67.6","7.5",496,389,80,20,0,15,70,14.1,33,6.7,2.37566,0.58253,0.35355,0.09987,"91.5",153,36.787564766839374,5.699481865284974,4.435483870967742,5.74,-0.74,0.13,2.27,0.306,22,"-0.369177688",0.316,0.381,"0.369177688",-0.007,-0.010000000000000009,0.013,-0.003,20.3,"39.2",7.253580226246953,0.27431808916778627,25.860258531736953,0.6023778071334214,37.54740301948522,27.644084467029163
1732,663853,"Gonzalez, Romy",1732,100,0.272,0.193,0.348,0.465,0.327,0.334,0.265,117,430,92.2,5.4,2251,88.3,88.45,290,924,808,0.10000000000000853,6.42,108,150,118,147,296,322,294,"-6.337","6.337","73.0","6.8",463,311,68,29,6,14,128,27.6,22,4.8,2.4284,0.55057,0.34419,-0.0778,"93.2",152,53.054662379421224,12.540192926045016,8.423326133909287,5.73,0.18,0.11,2.26,0.305,39,"0.365877598",0.304,0.465,"-0.365877598",0.007,0.0010000000000000009,0,-0.007,31.4,"38.3",6.607620654779271,4.957826116015925,27.590420903590722,0.48633879781420764,36.86865245595342,26.85043577052687
1705,680700,"Palacios, Richie",1705,100,0.238,0.139,0.274,0.377,0.318,0.323,0.252,86,361,86.6,11.5,2256,89.6,89.67,177,792,913,0.10000000000000853,6.43,114,146,107,150,287,321,300,"-6.245","6.245","66.6","6.8",420,286,59,15,1,11,78,18.6,49,11.7,2.30934,0.58349,0.36871,-0.31954,"90.9",151,31.010452961672474,4.529616724738676,3.0952380952380953,5.69,-1.42,-0.12,2.35,0.337,13,"0.36627566",0.35,0.365,"-0.36627566",-0.014,-0.012999999999999956,0.012,-0.005,22.3,"36.3",7.292258673898302,-1.125733882730964,25.668442404381377,0.5175675675675676,31.81965829111731,28.847564124454856
1700,682657,"Martínez, Angel",1700,100,0.237,0.138,0.274,0.374,0.283,0.263,0.226,98,414,85.5,15.7,2232,89.3,89.62,189,903,797,0.29999999999999716,6.48,110,147,106,149,288,317,294,"10.98","-10.98","67.3","7.2",449,332,64,22,1,11,92,20.5,24,5.3,2.31804,0.5779,0.39597,-0.39597,"90.9",145,29.518072289156628,3.0120481927710845,2.2271714922048997,5.74,-0.7,-0.13,2.33,0.276,10,"-0.645882353",0.27,0.324,"0.645882353",0.011,0.006000000000000005,0.05,0.02,20.9,"37.2",9.72767231420688,-4.468948621067117,34.00786598789049,0.5034246575342466,35.16901772403531,34.816908615132306
1696,542194,"Bethancourt, Christian",1696,100,0.22,0.156,0.268,0.377,0.269,0.266,0.216,100,454,87.1,11,2278,88.1,88.24,357,1020,676,0.10000000000000853,6.41,109,151,119,147,303,326,291,"20.566","-20.566","69.0","7.3",479,333,61,23,0,16,127,26.5,18,3.8,2.46853,0.52047,0.22045,-0.04611,"91.6",140,41.265060240963855,7.83132530120482,5.427974947807933,5.73,-0.89,0.26,2.28,0.25,26,"-1.212617925",0.246,0.371,"1.212617925",0.004,0.0040000000000000036,0.006,0.003,35,"38.4",9.800598964341752,-5.799437935592526,27.581326866630775,0.5533088235294118,37.692520839459355,29.968165665845326
1694,686894,"Wiemer, Joey",1694,100,0.201,0.148,0.257,0.349,0.277,0.286,0.207,79,393,88.8,11,2291,87.9,88.24,265,793,901,0.29999999999999716,6.47,107,150,120,146,302,322,291,"14.195","-14.195","69.5","7.3",438,270,47,19,0,13,125,28.5,38,8.7,2.54475,0.45619,0.16954,-0.02785,"91.8",147,38.148148148148145,8.88888888888889,5.47945205479452,5.72,-0.77,0.1,2.32,0.279,24,"-0.837957497",0.284,0.365,"0.837957497",-0.006,-0.004999999999999949,-0.016,-0.009,33.4,"38.8",9.588249505998576,-6.909810628564028,24.23635978958731,0.6077586206896551,40.20026497566598,36.24693549178232
1683,572761,"Carpenter, Matt",1683,100,0.2,0.142,0.273,0.342,0.297,0.3,0.189,65,325,85.8,23.7,2277,89.3,89.47,198,694,989,0.20000000000000284,6.4,116,145,115,152,296,325,300,"4.343","-4.343","67.4","8.0",394,214,37,19,0,9,118,29.9,56,14.2,2.36345,0.548,0.28468,-0.2563,"90.6",158,30.33175355450237,9.47867298578199,5.0761421319796955,5.72,-1.47,-0.14,2.38,0.319,20,"-0.258051099",0.316,0.341,"0.258051099",0.011,0.0030000000000000027,0.001,-0.003,28.5,"37.9",16.045672288774373,-4.000413094048378,37.76726032206621,0.5110410094637224,36.31984867188198,29.73272193684568
1682,595978,"Hedges, Austin",1682,100,0.158,0.067,0.209,0.225,0.202,0.218,0.171,64,405,82.9,17.2,2255,88.8,89.05,276,891,791,0.29999999999999716,6.4,106,150,116,145,298,319,288,"42.357","-42.357","66.5","7.2",460,298,49,9,0,6,128,27.8,28,6.1,2.2864,0.6442,0.33239,-0.12855,"90.7",146,29.194630872483224,1.342281879194631,0.8695652173913043,5.77,-0.28,0.24,2.35,0.218,4,"-2.518252081",0.234,0.242,"2.518252081",-0.013,-0.016000000000000014,-0.017,-0.016,31,"38.0",11.982303896994376,-6.720660918475778,28.982831449378928,0.5890151515151515,37.040667783138105,34.02500349937711
1666,606992,"Haase, Eric",1666,100,0.216,0.118,0.296,0.334,0.26,0.265,0.217,86,398,86.6,11.7,2281,88.5,88.8,298,864,802,0.29999999999999716,6.46,108,151,120,146,299,322,290,"16.519","-16.519","70.1","7.1",424,266,62,12,1,11,135,31.8,23,5.4,2.40142,0.5783,0.24417,-0.01577,"91.2",145,34.58646616541353,6.7669172932330826,4.245283018867925,5.71,-0.72,0.23,2.29,0.258,18,"-0.991536615",0.26,0.344,"0.991536615",-0.001,-0.0020000000000000018,-0.01,-0.005,34.5,"38.5",11.093450301387229,-0.266009649020623,31.386625378640293,0.5142857142857142,37.26005540645784,28.633630071012007
1665,689172,"Wisely, Brett",1665,100,0.218,0.108,0.28,0.326,0.259,0.256,0.208,89,408,84.4,14.9,2240,89.1,89.45,209,841,823,0.30000000000001137,6.42,115,146,105,151,289,319,301,"23.12","-23.12","64.7","6.5",444,305,60,21,1,7,112,25.2,25,5.6,2.31207,0.60474,0.30481,-0.21324,"90.6",156,32.11920529801324,6.291390728476822,4.2792792792792795,5.8,-1.11,-0.2,2.32,0.264,19,"-1.388588589",0.257,0.317,"1.388588589",0.01,0.007000000000000006,0.009,0.003,24.9,"38.0",7.451395930369437,-2.5843503575847278,33.563842066826,0.39464882943143814,32.82703520637305,30.07654337617594
1662,645444,"Herrera, Jose",1662,100,0.208,0.068,0.28,0.276,0.262,0.253,0.198,67,322,80,9.2,2243,89.3,89.51,132,644,1018,0.20000000000000284,6.44,115,148,117,150,291,320,296,"14.851","-14.851","63.5","6.8",389,255,50,14,1,2,92,23.7,41,10.5,2.30315,0.60665,0.37068,-0.37224,"89.9",146,21.568627450980394,0.39215686274509803,0.2570694087403599,5.73,-0.68,-0.09,2.36,0.296,1,"-0.893561974",0.29,0.251,"0.893561974",0.01,0.006000000000000005,0.025,0.009,20.5,"37.4",5.271871041547687,-6.8176023540666195,34.75384181398267,0.42337164750957856,35.45872043797914,29.795626916616246
1658,605113,"Ahmed, Nick",1658,100,0.216,0.077,0.277,0.293,0.244,0.26,0.225,90,417,83.3,12.4,2256,88.5,88.72,235,875,783,0.20000000000000284,6.43,108,151,114,146,300,320,292,"28.254","-28.254","65.3","7.2",448,317,68,16,2,4,106,23.7,24,5.4,2.35414,0.60566,0.2975,-0.12653,"90.5",143,26.984126984126984,2.857142857142857,2.0089285714285716,5.78,0,0.2,2.3,0.258,9,"-1.704101327",0.268,0.319,"1.704101327",-0.009,-0.010000000000000009,-0.026,-0.016,26.9,"37.6",11.900701253920147,-3.046768883943,28.611914007535237,0.59245960502693,37.59832462039055,34.59883924623399
1654,682622,"Marte, Noelvi",1654,100,0.255,0.143,0.317,0.398,0.303,0.302,0.252,111,435,88.9,8.8,2275,88.3,88.58,254,860,794,0.29999999999999716,6.44,108,151,122,146,302,322,291,"3.757","-3.757","71.8","7.4",465,322,76,21,1,13,115,24.7,24,5.2,2.52557,0.45042,0.22452,0.06662,"91.9",139,38.62928348909657,7.476635514018691,5.161290322580645,5.8,-0.81,0.27,2.2,0.299,24,"-0.227146312",0.297,0.395,"0.227146312",0.003,0.0020000000000000018,0.003,0.001,29.5,"38.9",8.325529469677223,-3.4941473539466443,30.86447327565737,0.506508875739645,36.38799834060643,33.63561298321563
1640,686527,"Canzone, Dominic",1640,100,0.234,0.197,0.26,0.432,0.306,0.329,0.251,101,431,90.2,12.2,2222,88,88.29,247,865,775,0.29999999999999716,6.44,115,145,114,152,290,322,297,"-2.366","2.366","70.3","7.3",461,332,56,25,0,20,101,21.9,27,5.9,2.57948,0.41693,0.26027,-0.23917,"92.8",149,44.41087613293052,12.386706948640484,8.893709327548807,5.74,-1.41,-0.21,2.22,0.28,41,"0.144268293",0.296,0.473,"-0.144268293",-0.017,-0.01599999999999996,-0.041,-0.023,28.6,"38.0",15.153835966299505,-1.943774573958777,34.530035104927705,0.4833948339483395,37.98934136023741,38.06008906145247
1638,543305,"Hicks, Aaron",1638,100,0.234,0.117,0.296,0.351,0.305,0.277,0.205,76,325,85.2,10.8,2200,88.2,88.51,181,671,967,0.29999999999999716,6.47,114,147,116,150,297,323,295,"3.084","-3.084","65.3","7.2",373,235,57,9,1,9,91,24.4,47,12.6,2.47369,0.50104,0.30831,-0.30831,"90.9",138,30.472103004291846,4.291845493562231,2.680965147453083,5.77,-0.93,-0.11,2.24,0.33,10,"-0.188278388",0.306,0.299,"0.188278388",0.029,0.02400000000000002,0.052,0.028,27,"39.8",10.844131295745594,-3.5271939639531222,28.99709033203107,0.43252595155709345,40.13861881518338,30.035060450156905
1633,691176,"Domínguez, Jasson",1633,100,0.254,0.172,0.329,0.425,0.334,0.324,0.242,90,355,90.4,11.1,2234,89.3,89.34,222,816,817,0,6.41,112,147,122,149,296,324,295,"-9.668","9.668","72.7","7.7",406,245,58,17,1,14,114,28.1,46,11.3,2.36181,0.57078,0.3824,-0.38249,"92.3",142,51.229508196721305,9.426229508196721,5.665024630541872,5.78,-0.71,-0.08,2.38,0.337,23,"0.592039192",0.331,0.396,"-0.592039192",0.012,0.006000000000000005,0.029,0.01,27.2,"38.1",5.6818227683487885,-1.0254363361672905,31.179127817686524,0.45760598503740646,32.95755278179129,29.358837409596834
1631,645302,"Robles, Victor",1631,100,0.301,0.104,0.361,0.405,0.344,0.314,0.254,122,405,82.8,8.9,2288,88.7,89.02,212,894,737,0.29999999999999716,6.45,102,149,103,146,298,319,289,"-10.894","10.894","63.1","6.5",467,341,89,28,1,4,78,16.7,32,6.9,2.33083,0.60248,0.20926,-0.03635,"90.7",135,27.941176470588236,5,3.640256959314775,5.72,-0.72,0.16,2.24,0.372,17,"0.667933783",0.331,0.368,"-0.667933783",0.047,0.04099999999999998,0.037,0.03,23.7,"37.9",11.217302942259165,-4.653483300954068,33.45845082838772,0.47126436781609193,39.169094756366356,25.272706518059422
1618,493329,"Gurriel, Yuli",1618,100,0.232,0.098,0.266,0.33,0.276,0.272,0.229,90,388,88.6,15.8,2253,89.7,89.91,129,747,871,0.20000000000000284,6.46,108,151,123,147,304,321,291,"19.192","-19.192","70.3","7.8",431,327,63,20,3,4,67,15.5,36,8.4,2.22278,0.66376,0.37525,0.0139,"91.3",154,35.88957055214724,1.8404907975460123,1.3921113689095126,5.79,-0.51,0.17,2.28,0.295,6,"-1.186155748",0.296,0.307,"1.186155748",0.003,-0.0010000000000000009,0.023,0.004,17.3,"38.0",2.8223168431894963,-6.212572770932519,24.617653339983466,0.31794871794871793,38.14942007979476,28.52328830679537
1617,624512,"McGuire, Reese",1617,100,0.239,0.116,0.301,0.355,0.283,0.262,0.213,93,389,82.3,7.4,2273,88.6,88.75,193,812,805,0.10000000000000853,6.44,115,146,110,150,280,318,302,"8.345","-8.345","66.5","8.0",430,292,67,16,1,9,105,24.4,26,6,2.45194,0.50799,0.23501,-0.15451,"90.6",144,29.20962199312715,6.185567010309279,4.186046511627907,5.68,-1.33,-0.11,2.32,0.289,18,"-0.516079159",0.266,0.324,"0.516079159",0.026,0.022999999999999965,0.031,0.021,23.8,"37.5",10.195263539712547,-1.8823335024572283,30.958829724313084,0.5,39.10154158150936,28.837130982531423
1607,676369,"Velázquez, Nelson",1607,100,0.215,0.248,0.231,0.463,0.319,0.335,0.232,79,367,89.4,16.2,2271,88.1,88.31,268,773,834,0.20000000000000284,6.41,109,152,121,147,303,327,297,"-7.486","7.486","71.5","7.5",409,259,39,14,1,25,112,27.4,33,8.1,2.46986,0.51298,0.17888,-0.05963,"92.3",166,42.857142857142854,14.285714285714285,9.04645476772616,5.76,-0.62,0.31,2.24,0.286,37,"0.465836963",0.304,0.475,"-0.465836963",-0.017,-0.018000000000000016,-0.012,-0.016,34.7,"39.3",13.064318830743431,-5.250522319769931,31.107363110570226,0.6139817629179332,36.155034436507115,32.1421600687001
1607,676356,"DeLuca, Jonny",1607,100,0.234,0.118,0.283,0.353,0.284,0.274,0.232,93,397,83.3,14.4,2297,89,89.1,210,866,741,0.09999999999999432,6.43,107,151,112,146,296,322,289,"9.072","-9.072","68.3","7.5",431,310,67,13,5,8,89,20.6,28,6.5,2.33424,0.59714,0.25701,0.01228,"90.3",137,25.806451612903224,3.870967741935484,2.784222737819025,5.77,-0.65,0.3,2.3,0.291,12,"-0.56453018",0.289,0.323,"0.56453018",0.002,0.0020000000000000018,0.03,0.01,24.2,"38.5",7.325154347273697,-7.000940303330998,26.834587438385604,0.5664516129032258,37.6681824107766,33.141887165154365
1602,676572,"Wagaman, Eric",1602,100,0.243,0.122,0.29,0.365,0.282,0.313,0.268,96,395,91,9.9,2298,89.3,89.3,175,736,866,0,6.4,107,151,123,147,303,320,292,"9.313","-9.313","70.3","7.0",422,314,63,25,1,7,85,20.1,23,5.5,2.32657,0.5827,0.31858,0.02143,"92.8",159,44.904458598726116,5.7324840764331215,4.265402843601896,5.78,-0.62,0.27,2.26,0.282,18,"-0.58133583",0.306,0.418,"0.58133583",-0.025,-0.02400000000000002,-0.053,-0.031,23.8,"38.0",5.613406879234651,0.015972895569166146,28.15484110608008,0.4347202295552367,37.50713453899832,30.323426450720362
1600,670156,"Mastrobuoni, Miles",1600,100,0.231,0.046,0.283,0.276,0.26,0.309,0.27,86,373,86.3,8.7,2260,89.6,89.83,123,632,968,0.20000000000000284,6.43,116,146,107,151,285,317,300,"21.237","-21.237","65.4","6.5",416,305,73,11,0,2,76,18.3,35,8.4,2.26083,0.62766,0.36198,-0.33608,"91.3",152,35.526315789473685,2.302631578947368,1.6826923076923077,5.71,-1.57,-0.15,2.26,0.295,7,"-1.3273125",0.331,0.367,"1.3273125",-0.039,-0.03600000000000003,-0.091,-0.049,19.5,"35.9",6.8532832714312315,0.29998134786634945,33.20709603078441,0.44583333333333336,37.38048016640701,32.55961528645874
1592,462101,"Andrus, Elvis",1592,100,0.251,0.107,0.294,0.358,0.29,0.267,0.231,94,374,86.9,5.2,2286,88.8,89.16,144,716,876,0.4000000000000057,6.51,106,151,112,146,298,320,286,"12.725","-12.725","66.2","7.6",405,306,67,20,1,6,71,17.5,24,5.9,2.37559,0.55851,0.28611,0.05537,"91.1",129,31.045751633986928,2.6143790849673203,1.9753086419753085,5.73,-0.87,0.06,2.19,0.302,8,"-0.799309045",0.284,0.313,"0.799309045",0.02,0.018000000000000016,0.045,0.023,20.1,"38.4",6.152542440741647,1.731980932235532,29.628158216607233,0.5504885993485342,40.565787631349366,28.315929259905086
1569,666165,"Sabol, Blake",1569,100,0.237,0.145,0.335,0.383,0.301,0.282,0.201,85,358,86.9,13.4,2206,88.9,89.24,289,821,748,0.29999999999999716,6.43,116,147,109,151,291,321,301,"4.985","-4.985","69.0","7.2",399,230,59,13,0,13,133,33.3,29,7.3,2.32945,0.5973,0.37884,-0.31675,"91.5",156,39.30131004366812,10.91703056768559,6.265664160401002,5.81,-1.3,-0.14,2.31,0.305,25,"-0.317718292",0.275,0.363,"0.317718292",0.036,0.02999999999999997,0.02,0.019,35.2,"39.4",13.78390454673069,2.251577905890753,36.530290173046325,0.484593837535014,37.748517464213876,33.64291314543429
1554,663527,"Nevin, Tyler",1554,100,0.203,0.124,0.244,0.326,0.278,0.299,0.216,69,340,89.6,11.5,2239,89.2,89.38,181,732,822,0.20000000000000284,6.45,109,151,121,147,303,323,290,"9.166","-9.166","66.0","6.8",389,255,46,13,1,9,89,22.9,37,9.5,2.21158,0.70509,0.38009,-0.06251,"91.2",164,40.316205533596836,8.300395256916996,5.3984575835475574,5.82,-0.39,0.16,2.32,0.293,21,"-0.58983269",0.306,0.365,"0.58983269",-0.013,-0.013000000000000012,-0.039,-0.021,24.7,"40.4",8.892129172775743,3.9404468540629862,35.096578935106855,0.5383275261324042,37.988601319675865,26.72357677921526
1548,543063,"Crawford, Brandon",1548,100,0.189,0.119,0.243,0.308,0.258,0.29,0.217,67,354,89.3,13.7,2195,89.1,89.55,249,806,742,0.4000000000000057,6.49,115,146,114,151,293,322,302,"21.42","-21.42","69.1","7.5",399,252,42,16,1,8,107,26.8,35,8.8,2.25719,0.65122,0.38355,-0.33556,"91.3",151,41.269841269841265,9.523809523809524,6.015037593984962,5.81,-1.02,-0.18,2.36,0.269,24,"-1.38372093",0.294,0.365,"1.38372093",-0.028,-0.024999999999999967,-0.057,-0.032,30.9,"39.8",13.371654416238417,0.7735680162965719,32.84902228189472,0.5404699738903395,34.343289713003244,32.54390156376422
1535,605131,"Barnes, Austin",1535,100,0.217,0.056,0.282,0.272,0.252,0.269,0.221,78,360,83.9,6.2,2285,89.7,90.02,160,693,842,0.29999999999999716,6.43,108,150,117,147,300,317,287,"23.343","-23.343","65.4","6.2",400,273,64,11,0,3,93,23.3,32,8,2.19616,0.68464,0.33016,0.04914,"90.5",147,27.106227106227106,2.564102564102564,1.7500000000000002,5.75,-0.83,0.21,2.28,0.283,7,"-1.520716612",0.289,0.302,"1.520716612",-0.004,-0.006000000000000005,-0.03,-0.017,23.1,"38.3",3.6459852088953393,3.4895485831153445,27.093278182549366,0.38969072164948454,36.24040532795955,28.683466144605102
1534,694497,"Carter, Evan",1534,100,0.238,0.19,0.288,0.429,0.328,0.302,0.226,80,336,86.9,13.5,2218,89,88.91,163,604,930,-0.09999999999999432,6.35,115,146,110,151,291,324,299,"-5.207","5.207","68.8","7.1",382,243,47,16,3,14,95,24.9,39,10.2,2.36756,0.58326,0.41924,-0.35371,"91.2",148,35.390946502057616,6.995884773662551,4.450261780104712,5.72,-1.37,-0.24,2.34,0.325,17,"0.339439374",0.315,0.358,"-0.339439374",0.012,0.010000000000000009,0.071,0.026,27,"36.7",5.949537093272666,-6.226617593202842,31.255842138743304,0.42124542124542125,33.27900380197363,33.9154131247405
1524,656180,"Adams, Riley",1524,100,0.224,0.161,0.31,0.385,0.289,0.272,0.211,81,361,90,14.2,2234,88.5,88.96,239,776,748,0.5,6.54,108,151,123,147,303,321,291,"10.229","-10.229","74.4","8.0",394,240,46,22,3,10,125,31.7,24,6.1,2.37726,0.57684,0.34937,-0.07335,"92.4",149,43.51464435146444,7.112970711297072,4.314720812182741,5.85,-0.11,0.18,2.31,0.28,17,"-0.671194226",0.269,0.348,"0.671194226",0.013,0.01100000000000001,0.037,0.017,30.8,"39.3",8.218083485658372,-1.38279935824495,35.48718006492577,0.3865979381443299,39.03814368689563,28.32174915510016
1521,665155,"Maton, Nick",1521,100,0.169,0.133,0.204,0.302,0.265,0.274,0.18,52,308,86.2,19.5,2211,87.9,88.24,226,689,832,0.29999999999999716,6.49,115,146,111,151,290,323,295,"16.022","-16.022","68.0","6.5",359,217,31,11,0,10,94,26.2,45,12.5,2.55965,0.43269,0.31172,-0.29398,"90.9",166,32.55813953488372,7.906976744186046,4.735376044568245,5.65,-1.87,-0.25,2.21,0.279,17,"-1.05338593",0.29,0.316,"1.05338593",-0.011,-0.010999999999999954,-0.014,-0.009,32.8,"37.6",15.255714293652098,-3.9713836512162026,37.256116771677206,0.39915966386554624,34.52210535206912,33.553239040768325
